No,物件種目,住所,登録価格（万円）,成約価格（万円）,交通,土地権利,建ぺい率,用途地域,坪単価（万円）,容積率,土地面積（㎡）,土地面積（坪）,公開日,成約日,私道面積,私道持分,条件
40,売地,浜松市中央区中島４丁目16-1,1420,1250,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,36.1,200,132,39,2023/6/1,2023/6/29,-,-,更地渡し
41,売地,浜松市中央区中島４丁目205-1,2200,1380,ＪＲ東海道新幹線/バス停/バス停,所有権,60,１種住居,26.6,200,277.68,83,2023/8/31,2023/11/13,-,-,更地渡し
45,売地,浜松市中央区中野町3231外,645,645,バス停,所有権,70,無指定,7.1,200,305,91,2023/4/23,2023/6/12,-,-,相談
36,売地,浜松市中央区中里町895,1060,900,バス停,所有権,60,無指定,18.4,200,193.61,58,2023/10/24,2023/11/21,-,-,相談
44,売地,浜松市中央区長田町93,448,42,バス停,所有権,60,無指定,8.5,200,176,52,2024/8/6,2024/10/4,-,-,更地渡し
19,売地,浜松市中央区坪井町,890,790,バス停,所有権,60,１種住居,18.1,200,165.03,49,2024/2/21,2024/4/19,-,-,更地渡し
18,売地,浜松市中央区坪井町,790,790,バス停,所有権,60,１種住居,16.1,200,165.03,49,2024/2/16,2024/3/28,-,-,現況渡し
16,売地,浜松市中央区堤町,800,800,東海道本線/バス停/バス停,所有権,60,無指定,8.0,200,334,99,2025/4/17,2025/4/30,-,-,現況渡し
22,売地,浜松市中央区天王町124-1,1770,1770,バス停,所有権,60,無指定,28.9,200,205.54,61,2023/10/28,2023/12/12,-,-,現況渡し
20,売地,浜松市中央区天王町1852-2,450,450,遠州鉄道/バス停,所有権,60,無指定,3.6,200,418,124,2023/12/25,2024/3/5,-,-,現況渡し
21,売地,浜松市中央区天王町210-2,1400,1350,遠州鉄道,所有権,60,無指定,22.7,200,207.16,62,2023/11/9,2023/12/3,-,-,現況渡し
186,売地,浜松市中央区頭陀寺町312-6,6310,6310,ＪＲ東海道新幹線,所有権,60,１種住居,28.4,200,745,222,2024/9/24,2024/11/13,-,-,現況渡し
185,売地,浜松市中央区頭陀寺町342－27,800,800,ＪＲ東海道新幹線,所有権,60,１種住居,25.9,200,103.64,31,2024/1/5,2024/2/17,-,-,建築条件付
313,売地,浜松市中央区入野町16443-16A,2180,2180,東海道本線/バス停,所有権,60,-,40.2,200,181.87,54,2023/10/31,2023/12/27,-,-,更地渡し
310,売地,浜松市中央区入野町16447-3,1580,1540,東海道本線,所有権,60,-,27.1,200,196.11,58,2025/1/6,2025/4/5,-,-,更地渡し
314,売地,浜松市中央区入野町6371-3,3180,75,バス停,所有権,60,２種住居,36.3,200,294.07,88,2023/11/22,2024/1/30,-,-,更地渡し
311,売地,浜松市中央区入野町6371-3の一部,1950,1,バス停,所有権,60,２種住居,37.6,200,174.22,52,2023/11/22,2024/1/30,-,-,更地渡し
312,売地,浜松市中央区入野町9081-1,2098,2098,東海道本線,所有権,60,工業地域,33.3,200,211.6,63,2023/7/11,2023/10/1,-,-,更地渡し
227,売地,浜松市中央区馬郡町1394-10、1394-8,1,1,東海道本線,所有権,60,１種住居,0.0,200,905.82,270,2024/3/31,2024/4/8,-,-,更地渡し
226,売地,浜松市中央区馬郡町1394-23,9,9,東海道本線,所有権,60,１種住居,0.1,200,393.71,117,2025/4/10,2025/4/11,-,-,現況渡し
222,売地,浜松市中央区馬郡町2232番,380,360,東海道本線,所有権,80,近隣商業,9.3,300,136.81,41,2024/5/27,2024/8/8,-,-,相談
224,売地,浜松市中央区馬郡町3049-1，3049-2,550,550,東海道本線/バス停/バス停,所有権,60,１種住居,7.2,200,256.42,76,2023/4/28,2023/4/28,-,-,更地渡し
225,売地,浜松市中央区馬郡町3503-1他(A区画),825,825,東海道本線/バス停/バス停,所有権,60,１種住居,15.2,200,182.04,54,2024/4/21,2024/6/16,-,-,現況渡し
223,売地,浜松市中央区馬郡町4629,2,2,バス停,所有権,60,１種住居,0.0,200,299,89,2023/5/19,2023/5/30,-,-,現況渡し
76,売地,浜松市中央区萩丘５丁目15番8号,2280,2200,遠州鉄道,所有権,60,１種住居,33.0,200,231.71,69,2025/1/7,2025/1/10,-,-,更地渡し
180,売地,浜松市中央区白羽町,57,57,バス停/バス停,所有権,-,無指定,1.0,-,200.05,60,2024/9/3,2024/9/8,-,-,現況渡し
181,売地,浜松市中央区白羽町,16,16,バス停,所有権,60,無指定,0.2,200,261.3,78,2024/8/25,2024/11/9,-,-,相談
182,売地,浜松市中央区白羽町144-1,1380,1380,バス停,所有権,60,-,22.7,200,204.15,61,2023/12/26,2024/2/24,-,-,現況渡し
183,売地,浜松市中央区白羽町214の一部①区画,1400,1400,バス停/バス停,所有権,60,無指定,22.1,200,213,63,2024/8/16,2024/9/21,-,-,相談
179,売地,浜松市中央区白羽町２６７７,310,1,バス停,所有権,60,２種中高,7.1,200,146.36,44,2024/4/1,2024/5/7,-,-,相談
77,売地,浜松市中央区八幡町159,1999,83,遠州鉄道,所有権,80,商業地域,50.6,400,132.62,39,2024/1/25,2024/3/7,-,-,現況渡し
84,売地,浜松市中央区半田山１丁目9-5①,1500,1500,遠州鉄道/バス停,所有権,70,-,36.5,200,137.85,41,2023/7/21,2023/7/31,-,-,相談
85,売地,浜松市中央区半田山２丁目１１－１,1900,53,遠州鉄道,所有権,70,-,23.9,200,267,80,2023/4/14,2023/4/27,-,-,更地渡し
29,売地,浜松市中央区富屋町230他,720,720,ＪＲ東海道新幹線,所有権,60,無指定,11.9,200,203.47,61,2023/4/30,2023/6/14,-,-,建築条件付
26,売地,浜松市中央区富塚町,2219,1990,バス停,所有権,50,１種低層,33.5,80,222.41,66,2024/1/11,2024/3/19,-,-,更地渡し
25,売地,浜松市中央区富塚町,1920,1900,バス停,所有権,50,１種低層,29.5,80,218.55,65,2024/7/27,2024/9/8,-,-,更地渡し
28,売地,浜松市中央区富塚町1618-95,3280,3200,ＪＲ東海道新幹線,所有権,50,１種低層,23.4,80,471.43,140,2023/10/9,2023/10/24,-,-,相談
23,売地,浜松市中央区富塚町1772,770,770,東海道本線/バス停,所有権,60,１種低層,10.2,200,254,76,2024/9/18,2024/10/18,-,-,現況渡し
27,売地,浜松市中央区富塚町３６３８－４３,2850,2850,東海道本線/バス停,所有権,30,１種低層,22.2,60,431.04,128,2025/1/10,2025/3/28,-,-,更地渡し
24,売地,浜松市中央区富塚町814-6,1880,1880,バス停,所有権,50,１種低層,24.1,80,261.7,78,2025/1/4,2025/1/21,-,-,現況渡し
202,売地,浜松市中央区舞阪町浜田,42,42,東海道本線,所有権,60,１種住居,0.5,200,261.44,78,2024/9/3,2024/9/8,-,-,現況渡し
204,売地,浜松市中央区舞阪町浜田,72,72,東海道本線,所有権,60,１種住居,0.4,200,587,175,2025/2/1,2025/2/3,-,-,現況渡し
203,売地,浜松市中央区舞阪町浜田,7,7,東海道本線,所有権,60,１種住居,0.1,200,307.4,92,2023/6/11,2023/6/22,-,-,更地渡し
216,売地,浜松市中央区舞阪町舞阪,650,650,バス停/バス停,所有権,60,１種住居,13.9,200,157,47,2023/7/8,2023/7/10,-,-,更地渡し
220,売地,浜松市中央区舞阪町舞阪,880,400,東海道本線,所有権,60,２種住居,11.2,200,264.81,79,2024/6/4,2024/6/25,-,-,更地渡し
213,売地,浜松市中央区舞阪町舞阪,480,480,バス停,所有権,60,１種住居,8.9,200,182,54,2023/9/22,2023/10/22,-,-,現況渡し
215,売地,浜松市中央区舞阪町舞阪,580,530,東海道本線,所有権,60,工業地域,7.4,200,264,79,2023/9/23,2023/10/30,-,-,現況渡し
214,売地,浜松市中央区舞阪町舞阪,78,78,東海道本線,所有権,60,１種住居,1.4,200,194,58,2025/3/21,2025/3/31,-,-,更地渡し
217,売地,浜松市中央区舞阪町舞阪,62,62,東海道本線,所有権,60,２種住居,1.2,200,180,54,2024/4/28,2024/4/29,-,-,更地渡し
218,売地,浜松市中央区舞阪町舞阪,62,62,東海道本線,所有権,60,２種住居,1.2,200,180,54,2024/3/31,2024/4/8,-,-,更地渡し
211,売地,浜松市中央区舞阪町舞阪,46,46,東海道本線,所有権,60,１種住居,0.9,200,164,49,2024/6/4,2024/6/18,-,-,現況渡し
210,売地,浜松市中央区舞阪町舞阪2088-8,180,180,バス停,所有権,60,１種住居,10.2,200,59.5,18,2024/2/10,2024/4/11,-,-,現況渡し
221,売地,浜松市中央区舞阪町舞阪５１７６－１他１号地,1161,1161,東海道本線,所有権,60,-,12.5,200,311.06,93,2023/6/8,2023/9/4,-,-,更地渡し
219,売地,浜松市中央区舞阪町舞阪661,12,12,東海道本線,所有権,60,工業地域,0.2,200,182,54,2023/7/8,2023/7/10,-,-,更地渡し
212,売地,浜松市中央区舞阪町舞阪字浜表4563番,390,390,東海道本線,所有権,60,１種住居,9.0,200,145,43,2024/1/31,2024/4/11,-,-,現況渡し
208,売地,浜松市中央区舞阪町弁天島,44,44,東海道本線/バス停,所有権,60,１種住居,0.3,200,575,171,2024/9/29,2024/10/19,-,-,更地渡し
206,売地,浜松市中央区舞阪町弁天島2658-125,380,360,東海道本線,所有権,60,１種住居,7.2,200,178.01,53,2024/12/5,2025/1/18,-,-,現況渡し
205,売地,浜松市中央区舞阪町弁天島3329-1,240,240,東海道本線,所有権,60,１種住居,6.7,200,119.73,36,2024/10/14,2024/10/30,-,-,現況渡し
209,売地,浜松市中央区舞阪町弁天島字観月園2911番及び2911番27,2000,2000,東海道本線,所有権,70,無指定,16.8,200,399.95,119,2023/6/26,2023/8/3,-,-,現況渡し
207,売地,浜松市中央区舞阪町弁天島西区画,53,53,東海道本線,所有権,60,１種住居,1.0,200,185.91,55,2023/7/20,2023/7/30,-,-,現況渡し
95,売地,浜松市中央区福塚町,620,620,バス停,所有権,60,無指定,10.4,200,201,60,2023/9/11,2023/10/22,-,-,現況渡し
96,売地,浜松市中央区福塚町,620,620,バス停/バス停,所有権,60,無指定,10.4,200,201,60,2023/4/1,2023/5/27,-,-,現況渡し
97,売地,浜松市中央区文丘町11-3,1740,1740,東海道本線/バス停,所有権,70,-,42.8,200,136.43,41,2024/4/5,2024/5/31,-,-,更地渡し
292,売地,浜松市中央区米津町,620,550,バス停,所有権,60,無指定,10.5,200,198.35,59,2024/4/19,2024/4/29,-,-,現況渡し
98,売地,浜松市中央区芳川町,1199,1199,バス停,所有権,60,１種住居,23.3,200,173,52,2024/11/12,2025/1/5,-,-,相談
286,売地,浜松市中央区豊町１４７－１,800,800,バス停/バス停,所有権,60,無指定,5.4,200,499,149,2023/5/16,2023/7/21,-,-,現況渡し
289,売地,浜松市中央区豊町148,880,880,バス停/バス停,所有権,60,無指定,8.1,200,365,109,2023/11/13,2023/12/18,-,-,現況渡し
288,売地,浜松市中央区豊町149,875,875,バス停/バス停/バス停,所有権,60,無指定,8.6,200,340,101,2025/1/16,2025/2/8,-,-,現況渡し
287,売地,浜松市中央区豊町2834,846,846,バス停,所有権,60,無指定,10.1,200,279.94,83,2025/2/4,2025/4/7,-,-,現況渡し
290,売地,浜松市中央区豊町3103A,1490,1490,遠州鉄道/バス停/バス停,所有権,60,無指定,16.0,200,312.68,93,2024/11/26,2024/12/22,-,-,更地渡し
394,売地,浜松市中央区北寺島町201-3,1800,1800,東海道本線/バス停,所有権,90,商業地域,33.3,500,181.58,54,2023/9/22,2023/9/24,-,-,建築条件付
393,売地,浜松市中央区北寺島町７１８他,850,79,バス停,所有権,60,２種住居,35.3,200,80.77,24,2024/10/23,2024/12/26,-,-,現況渡し
392,売地,浜松市中央区北島町926-1,830,830,東海道本線/バス停,所有権,60,１種住居,24.4,200,114.24,34,2024/8/24,2024/9/15,-,-,現況渡し
99,売地,浜松市中央区本郷町,1360,1360,バス停,所有権,60,２種中高,28.9,200,157.95,47,2023/3/11,2023/4/29,-,-,現況渡し
201,売地,浜松市中央区本郷町1324-4,2205,2205,東海道本線/バス停,所有権,60,２種中高,28.4,200,260.38,78,2024/1/28,2024/2/29,-,-,更地渡し
100,売地,浜松市中央区本郷町1344-1,1580,1500,東海道本線,所有権,60,２種中高,33.8,200,157,47,2025/1/31,2025/3/9,-,-,現況渡し
48,売地,浜松市中央区名塚町,1690,1650,バス停/バス停,所有権,60,１種住居,28.4,200,200,60,2023/5/16,2023/6/29,-,-,現況渡し
47,売地,浜松市中央区名塚町56,1660,1660,ＪＲ東海道新幹線,所有権,60,１種住居,33.4,160,167,50,2023/5/1,2023/5/26,-,-,相談
46,売地,浜松市中央区名塚町56,1590,1590,ＪＲ東海道新幹線,所有権,60,１種住居,32.0,160,167,50,2023/11/6,2023/11/19,-,-,相談
75,売地,浜松市中央区野口町269,720,720,遠州鉄道,所有権,80,近隣商業,27.1,200,89.25,27,2023/12/23,2023/12/26,-,-,現況渡し
266,売地,浜松市中央区雄踏２丁目,18,18,東海道本線,所有権,50,-,0.3,150,212.7,63,2024/2/11,2024/2/16,-,-,現況渡し
274,売地,浜松市中央区雄踏町宇布見,1250,1250,東海道本線/バス停,所有権,60,２種中高,18.4,200,227.97,68,2024/1/21,2024/2/1,-,-,更地渡し
282,売地,浜松市中央区雄踏町宇布見,1699,83,東海道本線,所有権,60,２種中高,14.0,200,406.24,121,2024/10/1,2024/12/6,-,-,相談
270,売地,浜松市中央区雄踏町宇布見,34,34,バス停,所有権,60,無指定,0.5,200,215.31,64,2023/11/15,2024/2/5,-,-,更地渡し
280,売地,浜松市中央区雄踏町宇布見,5,5,東海道本線/バス停,所有権,60,２種中高,0.0,200,454.41,135,2024/9/3,2024/9/8,-,-,現況渡し
271,売地,浜松市中央区雄踏町宇布見4148番、4149番より分筆部分,77,77,バス停,所有権,60,-,0.9,200,298.5,89,2024/2/5,2024/3/14,-,-,現況渡し
279,売地,浜松市中央区雄踏町宇布見5309-5,75,75,東海道本線,所有権,60,２種中高,0.8,200,298.35,89,2023/3/19,2023/4/3,-,-,更地渡し
283,売地,浜松市中央区雄踏町宇布見604-2,1800,1800,東海道本線/バス停,所有権,60,-,18.3,200,330.57,98,2023/11/4,2023/11/5,-,-,更地渡し
276,売地,浜松市中央区雄踏町宇布見8217-1他,1325,1325,バス停,所有権,60,２種中高,21.8,200,203.74,61,2023/8/11,2023/9/4,-,-,更地渡し
268,売地,浜松市中央区雄踏町宇布見９４８７外７,1020,3,東海道本線,所有権,60,２種中高,22.4,200,153.11,46,2024/7/19,2024/8/19,-,-,現況渡し
269,売地,浜松市中央区雄踏町宇布見9552-21雄踏宇布見,1150,1150,東海道本線,所有権,60,-,18.6,200,207.93,62,2024/12/7,2025/1/9,-,-,現況渡し
278,売地,浜松市中央区雄踏町宇布見９９８０－２Ａ区画,1340,78,東海道本線,所有権,60,無指定,18.1,200,249.22,74,2023/5/24,2023/7/5,-,-,現況渡し
272,売地,浜松市中央区雄踏町宇布見A区画,1180,1180,バス停/バス停,所有権,60,２種中高,28.0,200,141.53,42,2023/12/27,2024/3/25,-,-,現況渡し
281,売地,浜松市中央区雄踏町宇布見B区画,1380,1380,バス停,所有権,60,２種中高,31.0,200,149.34,44,2024/7/29,2024/10/7,-,-,現況渡し
267,売地,浜松市中央区雄踏町宇布見Ｂ区画,8,8,東海道本線/バス停,所有権,60,無指定,0.1,200,267,80,2024/9/29,2024/10/19,-,-,現況渡し
277,売地,浜松市中央区雄踏町宇布見C区画,1330,1330,バス停,所有権,60,２種中高,29.9,200,149.31,44,2024/2/12,2024/3/11,-,-,現況渡し
275,売地,浜松市中央区雄踏町宇布見D区画,1270,1270,バス停,所有権,60,２種中高,28.6,200,149.17,44,2025/1/28,2025/2/24,-,-,現況渡し
273,売地,浜松市中央区雄踏町宇布見E区画,1240,1240,バス停,所有権,60,２種中高,27.9,200,149.19,44,2024/9/20,2024/11/30,-,-,現況渡し
285,売地,浜松市中央区雄踏町山崎4574-3,1320,1300,バス停,所有権,60,無指定,14.3,200,309.01,92,2023/8/24,2023/9/15,-,-,現況渡し
284,売地,浜松市中央区雄踏町山崎Ａ区画,19,19,東海道本線/バス停,所有権,60,無指定,0.2,200,270,80,2025/4/10,2025/4/11,-,-,現況渡し
291,売地,浜松市中央区楊子町,860,810,バス停,所有権,60,１種住居,17.2,200,167.98,50,2023/10/27,2023/11/4,-,-,相談
15,売地,浜松市中央区立野町,1180,1180,バス停,所有権,60,無指定,15.0,200,264.61,79,2024/12/17,2025/2/8,-,-,更地渡し
14,売地,浜松市中央区立野町219-1(東側）、219－２（北側）,600,600,バス停,所有権,60,-,6.1,200,330.58,98,2024/2/13,2024/3/14,-,-,現況渡し
293,売地,浜松市中央区龍禅寺町543-1他,1260,1260,ＪＲ東海道新幹線,所有権,60,２種住居,30.5,200,138.85,41,2025/1/4,2025/1/23,-,-,建築条件付
294,売地,浜松市中央区龍禅寺町754,3977,3977,東海道本線/バス停,所有権,80,近隣商業,36.1,300,370.24,110,2023/12/18,2024/2/7,-,-,更地渡し
296,売地,浜松市中央区領家２丁目,1280,1180,バス停/バス停,所有権,60,１種住居,25.3,200,170.15,51,2025/3/4,2025/4/7,-,-,現況渡し
297,売地,浜松市中央区領家２丁目,1280,1180,バス停,所有権,60,１種住居,25.3,200,170.15,51,2025/1/18,2025/3/23,-,-,現況渡し
295,売地,浜松市中央区領家２丁目25-22,966,966,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,29.5,200,110.12,33,2024/2/9,2024/3/16,-,-,現況渡し
298,売地,浜松市中央区領家３丁目9番7号,1790,1790,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,30.3,200,198.34,59,2024/6/7,2024/7/6,-,-,更地渡し
403,売地,浜松市中央区和合町９３６－１５１他３－２,1887,1887,バス停,所有権,30,１種低層,25.3,60,250.82,75,2023/6/8,2023/9/4,-,-,更地渡し
402,売地,浜松市中央区和合町字権現谷211番1821期,1880,1840,バス停,所有権,40,１種低層,27.6,60,229.04,68,2023/7/12,2023/9/9,-,-,現況渡し
401,売地,浜松市中央区和合北２丁目,2120,2090,バス停,所有権,60,-,15.3,200,464.5,138,2024/9/15,2024/10/13,-,-,更地渡し
406,売地,浜松市中央区和地山２丁目16-9,63,63,東海道本線/バス停,所有権,60,-,1.9,200,110.04,33,2023/3/29,2023/4/21,-,-,相談
407,売地,浜松市中央区和地山３丁目7-11,2200,2200,遠州鉄道,所有権,60,-,47.1,200,156.98,47,2024/3/26,2024/4/2,-,-,更地渡し
405,売地,浜松市中央区和田町,11480,10660,東海道本線,所有権,60,工業地域,71.1,200,542.14,161,2025/1/31,2025/2/6,-,-,建築条件付
404,売地,浜松市中央区和田町376-2,8159,7900,東海道本線,所有権,70,工業地域,37.6,200,729,217,2023/8/22,2023/10/27,-,-,更地渡し
143,売地,浜松市中央区蜆塚２丁目１８－１２,1800,1800,遠州鉄道/バス停,所有権,60,-,38.1,200,158.67,47,2025/1/30,2025/4/11,-,-,現況渡し
145,売地,浜松市中央区蜆塚２丁目26-5,4420,4420,東海道本線/バス停,所有権,60,１種住居,61.0,200,243.29,72,2023/4/19,2023/4/21,-,-,更地渡し
144,売地,浜松市中央区蜆塚２丁目二丁目1番7号,3950,3800,東海道本線/バス停,所有権,60,-,44.8,200,295.8,88,2023/10/6,2023/10/19,-,-,現況渡し
419,売地,浜松市天竜区山東２３５５外,750,750,天竜浜名湖鉄道,所有権,60,-,6.5,150,385,115,2024/10/18,2024/10/25,-,-,現況渡し
418,売地,浜松市天竜区山東4298番9,115,110,天竜浜名湖鉄道,所有権,60,１種住居,1.5,200,263.39,78,2023/8/23,2023/10/12,-,-,現況渡し
417,売地,浜松市天竜区船明１０２３－１他,1000,55,バス停,所有権,60,-,5.6,150,596,177,2024/10/30,2024/11/20,-,-,現況渡し
411,売地,浜松市天竜区船明3059-3他,55,55,バス停,所有権,50,１種低層,0.5,100,346.84,103,2025/1/16,2025/1/27,-,-,現況渡し
415,売地,浜松市天竜区船明３０８４－１１,664,62,バス停/バス停,所有権,50,１種低層,6.7,100,332,99,2025/2/28,2025/4/28,-,-,現況渡し
413,売地,浜松市天竜区船明A・B,580,580,バス停,所有権,50,１種低層,9.1,100,215,64,2023/9/11,2023/10/20,-,-,現況渡し
416,売地,浜松市天竜区船明区画整理地内66街区符号10,88,88,バス停,所有権,50,１種低層,0.8,100,381,113,2024/4/21,-,-,-,現況渡し
412,売地,浜松市天竜区船明区画整理地内67街区符号1,79,79,バス停,所有権,50,１種低層,0.9,100,311,93,2023/5/7,2023/6/12,-,-,現況渡し
414,売地,浜松市天竜区船明土地区画整理事業,625,625,天竜浜名湖鉄道/バス停,所有権,50,１種低層,5.1,100,415,124,2024/4/4,2024/4/22,-,-,現況渡し
408,売地,浜松市天竜区大谷５８－１,330,330,天竜浜名湖鉄道,所有権,60,２種住居,6.6,200,168.38,50,2024/7/25,2024/10/4,-,-,現況渡し
409,売地,浜松市天竜区二俣町鹿島字東河原340番29・340番30,920,920,遠州鉄道,所有権,60,２種住居,17.3,200,179.02,53,2023/7/21,2023/11/2,-,-,現況渡し
410,売地,浜松市天竜区二俣町二俣,1300,1250,天竜浜名湖鉄道/バス停,所有権,80,近隣商業,13.2,200,330.58,98,2023/10/21,2023/11/28,-,-,現況渡し
483,売地,浜松市浜名区引佐町井伊谷1617番11,750,700,天竜浜名湖鉄道/バス停,所有権,60,-,13.7,200,183.95,55,2023/10/10,2023/12/4,-,-,現況渡し
481,売地,浜松市浜名区引佐町井伊谷295,500,500,天竜浜名湖鉄道,所有権,60,１種低層,7.0,100,241,72,2024/6/10,2024/7/30,-,-,更地渡し
482,売地,浜松市浜名区引佐町井伊谷739-9,650,500,バス停,所有権,80,近隣商業,12.0,200,182.45,54,2024/7/22,2024/9/30,-,-,現況渡し
484,売地,浜松市浜名区引佐町井伊谷797-2内一部、外3筆,930,900,天竜浜名湖鉄道/バス停,所有権,60,１種住居,7.1,200,439.51,131,2025/1/29,2025/2/2,-,-,現況渡し
513,売地,浜松市浜名区永島755外,950,950,遠州鉄道,所有権,60,無指定,15.4,200,206.71,62,2023/6/19,2023/7/16,-,-,建築条件付
512,売地,浜松市浜名区永島757他,470,470,遠州鉄道/バス停,所有権,60,無指定,6.1,200,259.33,77,2023/7/13,2023/8/2,-,-,現況渡し
491,売地,浜松市浜名区於呂1460-1,750,750,遠州鉄道,所有権,60,無指定,7.7,200,326,97,2024/6/5,2024/7/15,-,-,更地渡し
494,売地,浜松市浜名区於呂2686-1,4,4,天竜浜名湖鉄道,所有権,60,無指定,0.1,200,253.13,75,2023/6/12,2023/8/27,-,-,現況渡し
492,売地,浜松市浜名区於呂3030番48B区画,961,961,遠州鉄道,所有権,60,-,13.2,200,244.61,73,2024/2/16,2024/4/11,-,-,更地渡し
495,売地,浜松市浜名区於呂４０５５－３（A号地）,1670,1670,バス停,所有権,60,-,18.7,200,300.29,89,2024/11/5,2024/11/15,-,-,更地渡し
493,売地,浜松市浜名区於呂４０５５－３（B号地）,1460,1460,バス停,所有権,60,-,10.8,200,454.11,135,2024/8/21,2024/10/18,-,-,更地渡し
540,売地,浜松市浜名区横須賀1399番1,985,1000,遠州鉄道,所有権,70,１種住居,25.5,200,129.66,39,2023/7/20,2023/7/29,-,-,建築条件付
541,売地,浜松市浜名区横須賀560-2外1筆,48,1,遠州鉄道,所有権,40,１種低層,0.3,60,602.82,180,2024/3/29,2024/4/2,-,-,現況渡し
501,売地,浜松市浜名区貴布祢1517-1,3863,3863,遠州鉄道,所有権,60,２種中高,27.9,150,465.13,139,2023/7/17,2023/7/24,-,-,更地渡し
500,売地,浜松市浜名区貴布祢1529-5,6,6,遠州鉄道,所有権,60,１種住居,0.1,200,325.36,97,2024/9/3,2024/11/22,-,-,相談
498,売地,浜松市浜名区貴布祢198-1,1336,1336,遠州鉄道,所有権,80,商業地域,30.1,400,149.16,44,2023/10/6,2023/10/19,-,-,建築条件付
499,売地,浜松市浜名区貴布祢2420-1,1844,1844,遠州鉄道,所有権,50,１種低層,20.3,100,305.48,91,2024/9/19,2024/9/30,-,-,更地渡し
529,売地,浜松市浜名区細江町気賀,1182,1100,天竜浜名湖鉄道,所有権,60,２種中高,10.2,150,390.77,116,2025/1/31,2025/2/20,-,-,更地渡し
527,売地,浜松市浜名区細江町気賀１３９８－３,545,545,天竜浜名湖鉄道/バス停,所有権,60,１種住居,8.1,200,225.44,67,2024/2/22,2024/3/14,-,-,更地渡し
528,売地,浜松市浜名区細江町気賀271-4,1000,1300,天竜浜名湖鉄道/バス停,所有権,60,２種住居,12.7,200,263.43,78,2024/5/24,2024/6/15,-,-,現況渡し
526,売地,浜松市浜名区細江町気賀451-3,460,430,バス停,所有権,60,２種住居,15.0,160,103.27,31,2023/8/22,2023/10/7,-,-,更地渡し
530,売地,浜松市浜名区細江町気賀732-2,1500,1100,天竜浜名湖鉄道,所有権,80,近隣商業,13.5,300,373.67,111,2023/11/26,2024/1/22,-,-,更地渡し
