No,物件種目,住所,登録価格（万円）,成約価格（万円）,交通,土地権利,建ぺい率,用途地域,坪単価（万円）,容積率,土地面積（㎡）,土地面積（坪）,公開日,成約日,私道面積,私道持分,条件,latitude,longitude
48,売地,浜松市中央区名塚町,1690.0,1650.0,バス停/バス停,所有権,60,１種住居,28.4,200,200.0,60,2023/5/16,2023/6/29,-,-,現況渡し,34.703766,137.7569752
47,売地,浜松市中央区名塚町56,1660.0,1660.0,ＪＲ東海道新幹線,所有権,60,１種住居,33.4,160,167.0,50,2023/5/1,2023/5/26,-,-,相談,34.7047629,137.7563299
46,売地,浜松市中央区名塚町56,1590.0,1590.0,ＪＲ東海道新幹線,所有権,60,１種住居,32.0,160,167.0,50,2023/11/6,2023/11/19,-,-,相談,34.7047629,137.7563299
75,売地,浜松市中央区野口町269,720.0,720.0,遠州鉄道,所有権,80,近隣商業,27.1,200,89.25,27,2023/12/23,2023/12/26,-,-,現況渡し,34.7155081,137.7380455
266,売地,浜松市中央区雄踏２丁目,18.0,18.0,東海道本線,所有権,50,-,0.3,150,212.7,63,2024/2/11,2024/2/16,-,-,現況渡し,34.6937444,137.6399809
274,売地,浜松市中央区雄踏町宇布見,1250.0,1250.0,東海道本線/バス停,所有権,60,２種中高,18.4,200,227.97,68,2024/1/21,2024/2/1,-,-,更地渡し,34.7000235,137.6289066
282,売地,浜松市中央区雄踏町宇布見,1699.0,83.0,東海道本線,所有権,60,２種中高,14.0,200,406.24,121,2024/10/1,2024/12/6,-,-,相談,34.7000235,137.6289066
270,売地,浜松市中央区雄踏町宇布見,34.0,34.0,バス停,所有権,60,無指定,0.5,200,215.31,64,2023/11/15,2024/2/5,-,-,更地渡し,34.7000235,137.6289066
280,売地,浜松市中央区雄踏町宇布見,5.0,5.0,東海道本線/バス停,所有権,60,２種中高,0.0,200,454.41,135,2024/9/3,2024/9/8,-,-,現況渡し,34.7000235,137.6289066
271,売地,浜松市中央区雄踏町宇布見4148番、4149番より分筆部分,77.0,77.0,バス停,所有権,60,-,0.9,200,298.5,89,2024/2/5,2024/3/14,-,-,現況渡し,34.7000235,137.6289066
279,売地,浜松市中央区雄踏町宇布見5309-5,75.0,75.0,東海道本線,所有権,60,２種中高,0.8,200,298.35,89,2023/3/19,2023/4/3,-,-,更地渡し,34.6999005,137.6367963
283,売地,浜松市中央区雄踏町宇布見604-2,1800.0,1800.0,東海道本線/バス停,所有権,60,-,18.3,200,330.57,98,2023/11/4,2023/11/5,-,-,更地渡し,34.7057394,137.6433111
276,売地,浜松市中央区雄踏町宇布見8217-1他,1325.0,1325.0,バス停,所有権,60,２種中高,21.8,200,203.74,61,2023/8/11,2023/9/4,-,-,更地渡し,34.7012584,137.626538
268,売地,浜松市中央区雄踏町宇布見９４８７外７,1020.0,3.0,東海道本線,所有権,60,２種中高,22.4,200,153.11,46,2024/7/19,2024/8/19,-,-,現況渡し,34.7000235,137.6289066
269,売地,浜松市中央区雄踏町宇布見9552-21雄踏宇布見,1150.0,1150.0,東海道本線,所有権,60,-,18.6,200,207.93,62,2024/12/7,2025/1/9,-,-,現況渡し,34.6950184,137.6314186
278,売地,浜松市中央区雄踏町宇布見９９８０－２Ａ区画,1340.0,78.0,東海道本線,所有権,60,無指定,18.1,200,249.22,74,2023/5/24,2023/7/5,-,-,現況渡し,34.7021649,137.6183367
272,売地,浜松市中央区雄踏町宇布見A区画,1180.0,1180.0,バス停/バス停,所有権,60,２種中高,28.0,200,141.53,42,2023/12/27,2024/3/25,-,-,現況渡し,34.7000235,137.6289066
281,売地,浜松市中央区雄踏町宇布見B区画,1380.0,1380.0,バス停,所有権,60,２種中高,31.0,200,149.34,44,2024/7/29,2024/10/7,-,-,現況渡し,34.7000235,137.6289066
267,売地,浜松市中央区雄踏町宇布見Ｂ区画,8.0,8.0,東海道本線/バス停,所有権,60,無指定,0.1,200,267.0,80,2024/9/29,2024/10/19,-,-,現況渡し,34.7000235,137.6289066
277,売地,浜松市中央区雄踏町宇布見C区画,1330.0,1330.0,バス停,所有権,60,２種中高,29.9,200,149.31,44,2024/2/12,2024/3/11,-,-,現況渡し,34.7000235,137.6289066
275,売地,浜松市中央区雄踏町宇布見D区画,1270.0,1270.0,バス停,所有権,60,２種中高,28.6,200,149.17,44,2025/1/28,2025/2/24,-,-,現況渡し,34.7000235,137.6289066
273,売地,浜松市中央区雄踏町宇布見E区画,1240.0,1240.0,バス停,所有権,60,２種中高,27.9,200,149.19,44,2024/9/20,2024/11/30,-,-,現況渡し,34.7000235,137.6289066
285,売地,浜松市中央区雄踏町山崎4574-3,1320.0,1300.0,バス停,所有権,60,無指定,14.3,200,309.01,92,2023/8/24,2023/9/15,-,-,現況渡し,34.7081532,137.6263943
284,売地,浜松市中央区雄踏町山崎Ａ区画,19.0,19.0,東海道本線/バス停,所有権,60,無指定,0.2,200,270.0,80,2025/4/10,2025/4/11,-,-,現況渡し,34.7187008,137.6332155
291,売地,浜松市中央区楊子町,860.0,810.0,バス停,所有権,60,１種住居,17.2,200,167.98,50,2023/10/27,2023/11/4,-,-,相談,34.6925292,137.7452641
15,売地,浜松市中央区立野町,1180.0,1180.0,バス停,所有権,60,無指定,15.0,200,264.61,79,2024/12/17,2025/2/8,-,-,更地渡し,34.6868933,137.774855
14,売地,浜松市中央区立野町219-1(東側）、219－２（北側）,600.0,600.0,バス停,所有権,60,-,6.1,200,330.58,98,2024/2/13,2024/3/14,-,-,現況渡し,34.6851624,137.7737592
293,売地,浜松市中央区龍禅寺町543-1他,1260.0,1260.0,ＪＲ東海道新幹線,所有権,60,２種住居,30.5,200,138.85,41,2025/1/4,2025/1/23,-,-,建築条件付,34.6939809,137.7406709
294,売地,浜松市中央区龍禅寺町754,3977.0,3977.0,東海道本線/バス停,所有権,80,近隣商業,36.1,300,370.24,110,2023/12/18,2024/2/7,-,-,更地渡し,34.6949843,137.7403339
296,売地,浜松市中央区領家２丁目,1280.0,1180.0,バス停/バス停,所有権,60,１種住居,25.3,200,170.15,51,2025/3/4,2025/4/7,-,-,現況渡し,34.6971182,137.7520439
297,売地,浜松市中央区領家２丁目,1280.0,1180.0,バス停,所有権,60,１種住居,25.3,200,170.15,51,2025/1/18,2025/3/23,-,-,現況渡し,34.6971182,137.7520439
295,売地,浜松市中央区領家２丁目25-22,966.0,966.0,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,29.5,200,110.12,33,2024/2/9,2024/3/16,-,-,現況渡し,34.6952939,137.753922
298,売地,浜松市中央区領家３丁目9番7号,1790.0,1790.0,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,30.3,200,198.34,59,2024/6/7,2024/7/6,-,-,更地渡し,34.6940543,137.7516787
403,売地,浜松市中央区和合町９３６－１５１他３－２,1887.0,1887.0,バス停,所有権,30,１種低層,25.3,60,250.82,75,2023/6/8,2023/9/4,-,-,更地渡し,34.7392317,137.7073254
402,売地,浜松市中央区和合町字権現谷211番1821期,1880.0,1840.0,バス停,所有権,40,１種低層,27.6,60,229.04,68,2023/7/12,2023/9/9,-,-,現況渡し,34.7322239,137.7128057
401,売地,浜松市中央区和合北２丁目,2120.0,2090.0,バス停,所有権,60,-,15.3,200,464.5,138,2024/9/15,2024/10/13,-,-,更地渡し,34.7404481,137.7175376
406,売地,浜松市中央区和地山２丁目16-9,63.0,63.0,東海道本線/バス停,所有権,60,-,1.9,200,110.04,33,2023/3/29,2023/4/21,-,-,相談,34.7285354,137.7197706
407,売地,浜松市中央区和地山３丁目7-11,2200.0,2200.0,遠州鉄道,所有権,60,-,47.1,200,156.98,47,2024/3/26,2024/4/2,-,-,更地渡し,34.7287428,137.7155648
405,売地,浜松市中央区和田町,11480.0,10660.0,東海道本線,所有権,60,工業地域,71.1,200,542.14,161,2025/1/31,2025/2/6,-,-,建築条件付,34.7189403,137.769922
404,売地,浜松市中央区和田町376-2,8159.0,7900.0,東海道本線,所有権,70,工業地域,37.6,200,729.0,217,2023/8/22,2023/10/27,-,-,更地渡し,34.7160306,137.7713383
143,売地,浜松市中央区蜆塚２丁目１８－１２,1800.0,1800.0,遠州鉄道/バス停,所有権,60,-,38.1,200,158.67,47,2025/1/30,2025/4/11,-,-,現況渡し,34.7151794,137.7098694
145,売地,浜松市中央区蜆塚２丁目26-5,4420.0,4420.0,東海道本線/バス停,所有権,60,１種住居,61.0,200,243.29,72,2023/4/19,2023/4/21,-,-,更地渡し,34.7177952,137.7096166
144,売地,浜松市中央区蜆塚２丁目二丁目1番7号,3950.0,3800.0,東海道本線/バス停,所有権,60,-,44.8,200,295.8,88,2023/10/6,2023/10/19,-,-,現況渡し,34.7140337,137.7089146
419,売地,浜松市天竜区山東２３５５外,750.0,750.0,天竜浜名湖鉄道,所有権,60,-,6.5,150,385.0,115,2024/10/18,2024/10/25,-,-,現況渡し,34.8853852,137.8377905
418,売地,浜松市天竜区山東4298番9,115.0,110.0,天竜浜名湖鉄道,所有権,60,１種住居,1.5,200,263.39,78,2023/8/23,2023/10/12,-,-,現況渡し,34.8720235,137.8195327
417,売地,浜松市天竜区船明１０２３－１他,1000.0,55.0,バス停,所有権,60,-,5.6,150,596.0,177,2024/10/30,2024/11/20,-,-,現況渡し,34.8894051,137.8205067
411,売地,浜松市天竜区船明3059-3他,55.0,55.0,バス停,所有権,50,１種低層,0.5,100,346.84,103,2025/1/16,2025/1/27,-,-,現況渡し,34.8894051,137.8205067
415,売地,浜松市天竜区船明３０８４－１１,664.0,62.0,バス停/バス停,所有権,50,１種低層,6.7,100,332.0,99,2025/2/28,2025/4/28,-,-,現況渡し,34.8894051,137.8205067
413,売地,浜松市天竜区船明A・B,580.0,580.0,バス停,所有権,50,１種低層,9.1,100,215.0,64,2023/9/11,2023/10/20,-,-,現況渡し,34.8894051,137.8205067
416,売地,浜松市天竜区船明区画整理地内66街区符号10,88.0,88.0,バス停,所有権,50,１種低層,0.8,100,381.0,113,2024/4/21,-,-,-,現況渡し,34.8894051,137.8205067
412,売地,浜松市天竜区船明区画整理地内67街区符号1,79.0,79.0,バス停,所有権,50,１種低層,0.9,100,311.0,93,2023/5/7,2023/6/12,-,-,現況渡し,34.8894051,137.8205067
414,売地,浜松市天竜区船明土地区画整理事業,625.0,625.0,天竜浜名湖鉄道/バス停,所有権,50,１種低層,5.1,100,415.0,124,2024/4/4,2024/4/22,-,-,現況渡し,34.8894051,137.8205067
408,売地,浜松市天竜区大谷５８－１,330.0,330.0,天竜浜名湖鉄道,所有権,60,２種住居,6.6,200,168.38,50,2024/7/25,2024/10/4,-,-,現況渡し,34.87289440000001,137.8184545
409,売地,浜松市天竜区二俣町鹿島字東河原340番29・340番30,920.0,920.0,遠州鉄道,所有権,60,２種住居,17.3,200,179.02,53,2023/7/21,2023/11/2,-,-,現況渡し,34.8529469,137.8069304
410,売地,浜松市天竜区二俣町二俣,1300.0,1250.0,天竜浜名湖鉄道/バス停,所有権,80,近隣商業,13.2,200,330.58,98,2023/10/21,2023/11/28,-,-,現況渡し,34.8645759,137.8155695
483,売地,浜松市浜名区引佐町井伊谷1617番11,750.0,700.0,天竜浜名湖鉄道/バス停,所有権,60,-,13.7,200,183.95,55,2023/10/10,2023/12/4,-,-,現況渡し,34.8221189,137.6653013
481,売地,浜松市浜名区引佐町井伊谷295,500.0,500.0,天竜浜名湖鉄道,所有権,60,１種低層,7.0,100,241.0,72,2024/6/10,2024/7/30,-,-,更地渡し,34.8330454,137.6745874
482,売地,浜松市浜名区引佐町井伊谷739-9,650.0,500.0,バス停,所有権,80,近隣商業,12.0,200,182.45,54,2024/7/22,2024/9/30,-,-,現況渡し,34.8329216,137.6702732
484,売地,浜松市浜名区引佐町井伊谷797-2内一部、外3筆,930.0,900.0,天竜浜名湖鉄道/バス停,所有権,60,１種住居,7.1,200,439.51,131,2025/1/29,2025/2/2,-,-,現況渡し,34.8337432,137.6688147
513,売地,浜松市浜名区永島755外,950.0,950.0,遠州鉄道,所有権,60,無指定,15.4,200,206.71,62,2023/6/19,2023/7/16,-,-,建築条件付,34.80736530000001,137.8083986
512,売地,浜松市浜名区永島757他,470.0,470.0,遠州鉄道/バス停,所有権,60,無指定,6.1,200,259.33,77,2023/7/13,2023/8/2,-,-,現況渡し,34.8073716,137.807678
491,売地,浜松市浜名区於呂1460-1,750.0,750.0,遠州鉄道,所有権,60,無指定,7.7,200,326.0,97,2024/6/5,2024/7/15,-,-,更地渡し,34.8307264,137.7982131
494,売地,浜松市浜名区於呂2686-1,4.0,4.0,天竜浜名湖鉄道,所有権,60,無指定,0.1,200,253.13,75,2023/6/12,2023/8/27,-,-,現況渡し,34.8368687,137.7967303
492,売地,浜松市浜名区於呂3030番48B区画,961.0,961.0,遠州鉄道,所有権,60,-,13.2,200,244.61,73,2024/2/16,2024/4/11,-,-,更地渡し,34.8248861,137.7996914
495,売地,浜松市浜名区於呂４０５５－３（A号地）,1670.0,1670.0,バス停,所有権,60,-,18.7,200,300.29,89,2024/11/5,2024/11/15,-,-,更地渡し,34.84850400000001,137.8038635
493,売地,浜松市浜名区於呂４０５５－３（B号地）,1460.0,1460.0,バス停,所有権,60,-,10.8,200,454.11,135,2024/8/21,2024/10/18,-,-,更地渡し,34.84850400000001,137.8038635
540,売地,浜松市浜名区横須賀1399番1,985.0,1000.0,遠州鉄道,所有権,70,１種住居,25.5,200,129.66,39,2023/7/20,2023/7/29,-,-,建築条件付,34.7892294,137.7861354
541,売地,浜松市浜名区横須賀560-2外1筆,48.0,1.0,遠州鉄道,所有権,40,１種低層,0.3,60,602.82,180,2024/3/29,2024/4/2,-,-,現況渡し,34.7895915,137.7896808
501,売地,浜松市浜名区貴布祢1517-1,3863.0,3863.0,遠州鉄道,所有権,60,２種中高,27.9,150,465.13,139,2023/7/17,2023/7/24,-,-,更地渡し,34.7979828,137.781812
500,売地,浜松市浜名区貴布祢1529-5,6.0,6.0,遠州鉄道,所有権,60,１種住居,0.1,200,325.36,97,2024/9/3,2024/11/22,-,-,相談,34.7989711,137.7833635
498,売地,浜松市浜名区貴布祢198-1,1336.0,1336.0,遠州鉄道,所有権,80,商業地域,30.1,400,149.16,44,2023/10/6,2023/10/19,-,-,建築条件付,34.7928994,137.7836653
499,売地,浜松市浜名区貴布祢2420-1,1844.0,1844.0,遠州鉄道,所有権,50,１種低層,20.3,100,305.48,91,2024/9/19,2024/9/30,-,-,更地渡し,34.7997112,137.7848011
529,売地,浜松市浜名区細江町気賀,1182.0,1100.0,天竜浜名湖鉄道,所有権,60,２種中高,10.2,150,390.77,116,2025/1/31,2025/2/20,-,-,更地渡し,34.8086566,137.6552513
527,売地,浜松市浜名区細江町気賀１３９８－３,545.0,545.0,天竜浜名湖鉄道/バス停,所有権,60,１種住居,8.1,200,225.44,67,2024/2/22,2024/3/14,-,-,更地渡し,34.8033981,137.6545018
528,売地,浜松市浜名区細江町気賀271-4,1000.0,1300.0,天竜浜名湖鉄道/バス停,所有権,60,２種住居,12.7,200,263.43,78,2024/5/24,2024/6/15,-,-,現況渡し,34.8069229,137.6543096
526,売地,浜松市浜名区細江町気賀451-3,460.0,430.0,バス停,所有権,60,２種住居,15.0,160,103.27,31,2023/8/22,2023/10/7,-,-,更地渡し,34.8074825,137.6540156
530,売地,浜松市浜名区細江町気賀732-2,1500.0,1100.0,天竜浜名湖鉄道,所有権,80,近隣商業,13.5,300,373.67,111,2023/11/26,2024/1/22,-,-,更地渡し,34.8086566,137.6552513
524,売地,浜松市浜名区細江町小野423-1５号地,780.0,780.0,天竜浜名湖鉄道,所有権,60,２種中高,13.3,150,196.74,59,2023/6/19,2023/6/30,-,-,現況渡し,34.8204127,137.6479775
525,売地,浜松市浜名区細江町小野451-5４号地,980.0,980.0,天竜浜名湖鉄道,所有権,60,２種中高,19.2,150,171.41,51,2024/3/25,2024/3/25,-,-,現況渡し,34.8204127,137.6479775
531,売地,浜松市浜名区細江町中川,340.0,200.0,バス停,所有権,60,無指定,5.7,200,200.33,60,2023/7/21,2023/9/17,-,-,更地渡し,34.8070673,137.691109
538,売地,浜松市浜名区三ヶ日町三ヶ日字川崎,498.0,498.0,天竜浜名湖鉄道,所有権,60,１種住居,3.4,200,496.0,148,2023/9/14,2023/11/30,-,-,現況渡し,34.8072193,137.5508703
535,売地,浜松市浜名区三ヶ日町大崎1884,1550.0,1550.0,天竜浜名湖鉄道,所有権,60,-,5.4,200,967.25,288,2023/3/7,2023/5/30,-,-,現況渡し,34.7694417,137.5492722
536,売地,浜松市浜名区三ヶ日町都筑2530-43号地,97.0,97.0,天竜浜名湖鉄道/バス停,所有権,60,-,1.5,150,222.05,66,2024/6/14,2024/6/28,-,-,相談,34.7919941,137.5828758
537,売地,浜松市浜名区三ヶ日町日比沢193-13,880.0,880.0,天竜浜名湖鉄道,所有権,60,-,6.6,200,449.8,134,2025/4/21,2025/4/28,-,-,現況渡し,34.8044055,137.5332014
511,売地,浜松市浜名区寺島,84.0,84.0,バス停,所有権,60,無指定,1.0,200,293.37,87,2024/7/17,2024/8/5,-,-,相談,34.7788661,137.7958252
502,売地,浜松市浜名区小松2217,238.0,238.0,遠州鉄道,所有権,60,無指定,5.1,200,158.0,47,2024/12/2,2024/12/23,-,-,現況渡し,34.7865753,137.7711552
503,売地,浜松市浜名区小松2582-2,1450.0,1450.0,遠州鉄道,所有権,60,無指定,17.3,200,281.0,84,2024/2/19,2024/3/24,-,-,現況渡し,34.7885744,137.7698418
504,売地,浜松市浜名区小松2982-1,1500.0,74.0,遠州鉄道/バス停,所有権,60,無指定,24.1,200,208.88,62,2025/2/1,2025/3/1,-,-,現況渡し,34.7848435,137.7666801
505,売地,浜松市浜名区小松2982番の東側一部,1500.0,1450.0,遠州鉄道,所有権,60,無指定,24.2,200,208.0,62,2024/3/24,2024/5/25,-,-,更地渡し,34.7848435,137.7666801
506,売地,浜松市浜名区小松4310-1外No.1,1694.0,1694.0,遠州鉄道,所有権,60,２種中高,33.2,150,171.2,51,2024/11/11,2024/11/30,-,-,建築条件付,34.7863617,137.7766299
497,売地,浜松市浜名区上善地793-1,1380.0,48.0,バス停,所有権,60,無指定,23.8,200,194.34,58,2025/3/6,2025/3/17,-,-,更地渡し,34.7954899,137.8116547
496,売地,浜松市浜名区上島743-1、743-2,800.0,700.0,遠州鉄道/バス停,所有権,60,無指定,6.8,200,397.8,118,2025/2/3,2025/3/24,-,-,更地渡し,34.8504908,137.8153861
507,売地,浜松市浜名区新原4038-2,1323.0,1323.0,天竜浜名湖鉄道,所有権,60,無指定,8.1,200,548.43,163,2023/8/18,2023/8/28,-,-,現況渡し,34.8139684,137.7742673
508,売地,浜松市浜名区新都田２丁目122-9,2650.0,2650.0,東海道本線/バス停,所有権,60,-,24.9,200,357.0,106,2023/9/28,2023/10/3,-,-,現況渡し,34.8159087,137.7372527
520,売地,浜松市浜名区西美薗２１８８－２外,127.6,0.0,遠州鉄道/バス停,所有権,40,１種低層,10.8,60,39.49,12,2024/5/28,2024/7/1,-,-,更地渡し,34.8057663,137.8018494
510,売地,浜松市浜名区染地台１丁目,2100.0,2100.0,バス停,所有権,50,１種低層,25.7,100,274.55,82,2023/5/26,2023/6/27,-,-,現況渡し,34.7857914,137.7452641
509,売地,浜松市浜名区染地台１丁目3-5,1750.0,1750.0,バス停/バス停,所有権,50,１種低層,30.6,100,192.03,57,2024/3/30,2024/4/11,-,-,現況渡し,34.7798048,137.7488906
517,売地,浜松市浜名区中瀬２６５７－３６４号地,68.0,5.0,遠州鉄道,所有権,60,-,1.1,200,201.26,60,2024/10/30,2024/12/17,-,-,更地渡し,34.8388236,137.8092136
514,売地,浜松市浜名区中瀬2680-13,8.0,800.0,天竜浜名湖鉄道,所有権,60,無指定,0.1,200,275.0,82,2024/5/31,2024/6/27,-,-,相談,34.8394717,137.8095229
519,売地,浜松市浜名区中瀬5176-3,2620.0,2620.0,遠州鉄道,所有権,-,-,13.2,-,666.27,198,2024/6/21,2024/7/5,-,-,更地渡し,34.824258,137.817981
518,売地,浜松市浜名区中瀬5196-４,1490.0,1490.0,遠州鉄道,所有権,60,無指定,16.2,200,308.0,92,2025/1/16,2025/4/1,-,-,更地渡し,34.8235155,137.8196423
516,売地,浜松市浜名区中瀬５３５８－５４号地,71.0,81.0,遠州鉄道,所有権,60,-,1.1,200,224.04,67,2024/2/26,2024/3/21,-,-,相談,34.8259868,137.8182711
515,売地,浜松市浜名区中瀬7185-14,1198.0,1080.0,遠州鉄道,所有権,60,１種住居,23.8,200,168.69,50,2023/5/9,2023/7/10,-,-,更地渡し,34.8441677,137.8120113
539,売地,浜松市浜名区都田町字前原7967番1,685.0,685.0,バス停,所有権,60,無指定,3.0,200,755.0,225,2025/2/15,2025/3/18,-,-,現況渡し,34.8115164,137.7314432
485,売地,浜松市浜名区内野台１丁目19番7,900.0,900.0,遠州鉄道,所有権,50,１種低層,21.4,80,141.05,42,2024/12/28,2025/3/2,-,-,更地渡し,34.781953,137.7509937
486,売地,浜松市浜名区内野台１丁目20-21,1550.0,1500.0,バス停,所有権,50,１種低層,20.7,80,251.0,75,2023/9/9,2023/10/10,-,-,相談,34.7818081,137.7506068
487,売地,浜松市浜名区内野台３丁目７－１,1400.0,1400.0,バス停,所有権,50,１種低層,25.9,80,181.4,54,2024/7/9,2024/7/11,-,-,更地渡し,34.7901535,137.750228
488,売地,浜松市浜名区内野台３丁目9-1,1590.0,1590.0,バス停/バス停,所有権,50,１種低層,28.4,80,188.0,56,2023/11/12,2023/11/26,-,-,相談,34.7898522,137.7499636
490,売地,浜松市浜名区内野台４丁目37-12,1980.0,1980.0,バス停,所有権,50,１種低層,26.2,100,253.75,76,2024/10/9,2024/11/30,-,-,現況渡し,34.7925678,137.7526506
489,売地,浜松市浜名区内野台４丁目５６９－３２他,1680.0,1680.0,バス停,所有権,50,１種低層,25.2,80,224.2,67,2023/6/8,2023/6/18,-,-,更地渡し,34.7912131,137.7526603
522,売地,浜松市浜名区平口296-3,750.0,750.0,遠州鉄道,所有権,60,無指定,8.4,200,299.87,89,2024/4/24,2024/5/19,-,-,相談,34.8043699,137.7645181
523,売地,浜松市浜名区平口463-2,800.0,800.0,遠州鉄道,所有権,60,-,6.5,200,411.0,122,2023/8/22,2023/11/6,-,-,現況渡し,34.8072258,137.7695258
521,売地,浜松市浜名区平口471-1,400.0,400.0,遠州鉄道,所有権,60,-,4.1,200,331.0,99,2024/6/6,2024/8/5,-,-,現況渡し,34.807002,137.7703269
534,売地,浜松市浜名区本沢合,700.0,700.0,遠州鉄道,所有権,60,-,11.6,200,202.0,60,2025/1/6,2025/1/31,-,-,相談,34.8111454,137.7995267
532,売地,浜松市浜名区本沢合,650.0,650.0,遠州鉄道,所有権,60,-,9.9,200,220.0,66,2023/12/2,2023/12/8,-,-,相談,34.8111454,137.7995267
533,売地,浜松市浜名区本沢合,680.0,680.0,遠州鉄道,所有権,60,-,6.7,200,342.0,102,2023/11/21,2023/12/2,-,-,相談,34.8111454,137.7995267
